match_id,venue,match_date,match_type,season,pre_temp_avg,pre_humidity_avg,pre_pressure_avg,pre_wind_speed_avg,pre_cloud_cover_avg,pre_rainfall_total,pre_visibility_avg,start_temp,start_humidity,start_pressure,start_wind_speed,start_cloud_cover,start_rainfall,match_temp_avg,match_humidity_avg,match_rainfall_total,match_cloud_avg,match_wind_avg,pitch_condition,match_outcome,play_possible
116,Cape Town (Newlands),2023-03-12,T20,monsoon,15.95,57.0,1002.14,5.76,40.68,0.0,16.23,18.29,64.39,1001.04,7.98,31.17,0.0,21.64,51.87,9.73,36.86,5.02,Flat/Batting,Rain Interrupted,0
117,Bridgetown (Kensington Oval),2023-01-21,ODI,winter,23.62,79.72,1022.06,10.31,34.85,0.0,14.18,24.05,84.65,1021.19,12.33,70.88,0.0,28.59,75.55,6.69,44.91,10.25,Humid/Swing,Completed,1
118,Kolkata (Eden Gardens),2017-02-16,ODI,winter,15.43,74.27,1014.38,10.87,22.22,5.26,13.01,18.22,70.87,1009.51,8.38,47.25,0.0,20.26,63.74,6.46,46.68,11.07,Humid/Swing,Rain Interrupted,0
119,Delhi (Feroz Shah Kotla),2015-08-28,T20,monsoon,28.92,52.16,1022.0,8.96,53.68,19.3,11.95,33.89,48.28,1019.12,2.14,47.77,8.1,34.27,40.72,15.05,52.75,7.34,Wet/Green,Rain Interrupted,0
120,Cape Town (Newlands),2021-01-29,Test,summer,24.0,59.71,1030.04,4.22,42.89,0.0,16.62,29.62,58.59,1027.86,4.66,44.72,0.0,29.54,52.71,8.16,38.25,3.64,Flat/Batting,Completed,1
121,Cape Town (Newlands),2018-07-08,Test,winter,9.5,57.59,1011.04,18.63,64.74,16.6,12.82,12.53,52.53,1011.58,19.82,54.28,0.7,15.39,51.81,15.57,57.91,18.18,Wet/Green,Rain Interrupted,0
122,Mumbai (Wankhede),2021-07-20,ODI,monsoon,28.53,78.09,1012.48,16.67,56.48,8.93,11.14,29.83,77.89,1007.92,17.75,59.86,0.0,33.98,71.11,36.81,51.4,18.36,Humid/Swing,Abandoned,0
123,SCG (Sydney),2024-07-24,T20,winter,6.98,62.66,1013.65,2.16,61.42,1.99,15.98,10.12,56.96,1014.38,1.91,65.85,16.59,12.75,57.09,19.62,56.13,1.72,Flat/Batting,Rain Interrupted,0
124,Kolkata (Eden Gardens),2015-08-21,T20,monsoon,28.65,73.13,1024.7,17.03,65.98,17.48,11.74,30.66,69.41,1026.11,15.68,46.75,0.92,33.8,64.5,3.77,59.61,15.86,Humid/Swing,Rain Interrupted,0
125,Chennai (Chepauk),2024-07-19,Test,monsoon,23.3,75.02,1009.02,25.19,51.41,0.0,14.26,26.73,66.2,1008.31,25.26,29.62,0.0,28.81,65.05,15.03,34.42,26.08,Humid/Swing,Completed,1
126,Chennai (Chepauk),2021-09-03,Test,monsoon,26.36,76.48,1016.18,5.0,29.55,6.54,12.72,29.6,82.78,1013.84,0.85,18.14,0.04,31.13,67.0,3.42,38.81,1.52,Humid/Swing,Completed,1
127,Bridgetown (Kensington Oval),2024-08-31,Test,monsoon,21.05,85.5,1024.14,1.31,62.12,2.16,12.51,24.5,80.9,1016.97,1.13,47.39,5.75,26.59,76.15,48.69,57.61,2.62,Wet/Green,Abandoned,0
128,The Oval (London),2016-05-06,T20,summer,18.9,74.75,1011.6,12.46,33.89,17.15,11.42,20.55,69.55,1006.03,12.39,68.14,0.0,24.23,68.13,0.0,45.93,13.43,Humid/Swing,Completed,1
129,Delhi (Feroz Shah Kotla),2021-06-29,T20,summer,34.05,49.17,1016.66,5.26,34.28,0.0,17.23,37.72,49.25,1013.18,4.63,39.51,0.0,40.83,39.83,1.11,49.34,7.6,Flat/Batting,Completed,1
130,Mumbai (Wankhede),2021-12-11,Test,winter,19.44,77.94,1014.55,35.35,50.3,0.0,14.02,23.25,84.07,1011.73,33.82,26.48,0.0,25.03,73.94,0.91,40.09,35.79,Humid/Swing,Completed,1
131,The Oval (London),2022-05-16,T20,summer,14.52,74.57,1007.08,36.16,47.12,0.0,15.43,20.61,77.07,1010.14,35.73,71.52,0.0,21.18,70.53,0.0,51.08,35.14,Humid/Swing,Completed,1
132,Karachi (National Stadium),2020-11-11,ODI,monsoon,30.83,69.8,1030.18,2.04,39.8,8.13,13.13,31.4,67.43,1032.37,1.31,21.78,0.0,36.28,61.8,17.25,47.58,2.2,Humid/Swing,Rain Interrupted,0
133,Bengaluru (Chinnaswamy),2017-04-16,T20,summer,26.76,61.72,1019.81,12.53,39.33,0.0,15.95,30.14,59.17,1021.23,6.3,21.18,0.0,32.06,56.3,0.0,41.83,10.08,Flat/Batting,Completed,1
134,Cape Town (Newlands),2018-07-10,Test,winter,11.13,55.94,1009.84,18.68,49.41,0.08,16.81,15.34,63.71,1006.22,18.17,39.43,1.37,17.29,51.52,8.36,49.95,18.91,Flat/Batting,Rain Interrupted,0
135,Bengaluru (Chinnaswamy),2019-06-10,Test,summer,20.23,64.28,1019.86,15.87,60.65,3.32,14.46,21.68,58.77,1018.73,17.62,57.88,0.0,25.38,56.07,5.25,65.12,15.81,Flat/Batting,Completed,1
136,Bridgetown (Kensington Oval),2022-03-28,ODI,monsoon,25.88,80.75,1025.51,8.58,39.15,1.66,12.95,29.76,75.0,1023.38,2.97,72.38,0.0,31.76,71.84,0.0,40.7,8.43,Humid/Swing,Completed,1
137,MCG (Melbourne),2018-07-19,Test,winter,6.61,58.78,1006.49,5.64,72.01,3.09,15.61,8.15,57.43,1003.54,8.33,61.52,0.0,11.43,53.77,14.62,57.38,3.54,Flat/Batting,Rain Interrupted,0
138,Mumbai (Wankhede),2020-02-21,T20,winter,24.2,80.43,1021.71,3.49,52.91,2.81,12.93,27.96,75.09,1022.59,6.62,13.68,6.95,30.98,72.82,17.42,41.7,4.58,Humid/Swing,Rain Interrupted,0
139,Karachi (National Stadium),2016-02-14,Test,winter,12.6,69.62,1000.65,5.38,47.8,3.09,14.1,14.85,66.66,995.27,3.17,61.85,0.0,18.12,59.58,6.19,42.71,4.45,Humid/Swing,Completed,1
140,SCG (Sydney),2017-05-23,T20,monsoon,18.95,64.17,1011.41,4.94,48.16,8.04,13.97,23.24,64.41,1016.56,6.65,25.23,0.0,24.76,56.92,4.71,41.09,4.92,Flat/Batting,Delayed Start,1
141,Bengaluru (Chinnaswamy),2016-06-26,ODI,summer,29.02,68.64,1029.81,4.12,45.21,11.91,11.52,30.64,58.61,1028.36,0.09,51.56,0.0,34.11,56.75,3.49,61.29,2.48,Humid/Swing,Completed,1
142,Chennai (Chepauk),2024-11-10,Test,monsoon,23.78,73.46,1015.41,12.19,65.77,5.6,12.59,25.52,75.78,1012.54,11.72,64.43,2.48,28.63,67.83,19.82,56.27,11.38,Humid/Swing,Rain Interrupted,0
143,Lords (London),2018-03-13,Test,monsoon,13.69,79.27,1007.38,2.6,24.89,8.68,11.18,17.15,67.43,1006.91,0.0,48.45,0.0,19.31,68.35,7.56,45.46,3.11,Humid/Swing,Rain Interrupted,0
144,MCG (Melbourne),2024-05-08,T20,monsoon,16.47,59.6,1022.9,1.11,30.1,0.0,15.74,21.12,50.81,1022.13,5.64,61.68,2.22,22.57,53.24,2.22,44.81,1.79,Flat/Batting,Completed,1
145,Cape Town (Newlands),2018-05-24,T20,monsoon,21.15,57.38,1024.47,10.78,56.36,12.03,12.85,24.72,56.75,1020.04,15.6,53.86,0.0,26.62,51.48,10.47,56.53,9.56,Flat/Batting,Rain Interrupted,0
146,Bridgetown (Kensington Oval),2020-12-06,Test,winter,24.98,83.99,1019.76,5.38,39.03,5.49,11.2,26.82,72.71,1019.0,1.2,33.48,2.9,30.52,74.09,21.47,44.27,6.52,Humid/Swing,Rain Interrupted,0
147,Bridgetown (Kensington Oval),2024-02-29,T20,winter,20.64,82.05,1010.14,8.16,30.14,7.45,11.07,24.55,74.72,1011.85,6.89,16.08,0.0,25.79,73.73,0.89,45.66,7.99,Humid/Swing,Completed,1
148,Bengaluru (Chinnaswamy),2022-06-10,Test,summer,23.56,64.42,1007.05,9.15,59.35,10.55,12.79,26.54,62.71,1000.5,11.93,27.25,1.16,28.93,55.55,33.4,61.71,10.43,Flat/Batting,Abandoned,0
149,Kolkata (Eden Gardens),2017-12-19,Test,winter,17.03,67.86,1015.38,55.49,52.78,0.0,15.58,18.12,71.12,1016.79,51.43,69.66,0.0,22.31,65.27,0.0,34.77,55.96,Humid/Swing,Completed,1
150,Chennai (Chepauk),2023-04-29,T20,summer,33.76,74.6,1021.97,8.98,48.25,1.5,14.61,34.01,76.34,1022.71,7.89,21.42,0.0,38.31,64.44,0.0,40.61,7.73,Humid/Swing,Completed,1
151,Kolkata (Eden Gardens),2018-01-20,ODI,winter,16.92,73.13,1001.17,19.2,35.99,0.0,14.69,20.22,60.75,1003.88,19.59,21.53,0.0,22.52,64.89,0.0,40.94,19.02,Humid/Swing,Completed,1
152,Karachi (National Stadium),2017-05-12,T20,summer,30.69,69.52,1015.21,7.65,39.14,0.0,14.62,35.44,68.25,1013.29,15.02,25.9,0.0,36.27,61.21,0.72,40.69,8.0,Humid/Swing,Completed,1
153,Lords (London),2017-04-13,T20,summer,16.34,76.64,1013.52,7.49,51.21,14.23,12.4,20.02,65.92,1015.63,10.01,52.03,0.0,22.31,68.32,1.5,44.74,7.11,Humid/Swing,Completed,1
154,Bridgetown (Kensington Oval),2024-07-25,ODI,monsoon,24.24,82.3,1023.68,11.73,37.42,16.24,8.23,26.68,68.49,1025.1,11.38,62.77,0.0,30.29,74.32,10.54,64.26,11.7,Humid/Swing,Rain Interrupted,0
155,SCG (Sydney),2020-06-24,ODI,winter,12.98,62.52,1003.82,7.92,59.68,6.67,13.74,14.68,62.78,1006.4,5.16,59.23,0.0,19.15,56.59,23.2,50.99,6.34,Flat/Batting,Rain Interrupted,0
156,Mumbai (Wankhede),2016-01-14,T20,winter,18.94,78.09,1012.18,2.48,41.84,1.52,12.93,24.26,72.22,1012.17,4.38,18.32,0.0,24.85,72.25,14.2,39.72,1.98,Humid/Swing,Completed,1
157,The Oval (London),2024-04-20,ODI,summer,12.18,77.08,1002.59,2.44,43.27,0.0,14.69,14.91,75.41,998.16,0.0,45.51,0.0,17.8,71.84,0.0,34.54,1.28,Humid/Swing,Completed,1
158,Mumbai (Wankhede),2015-01-15,ODI,winter,20.33,79.43,1023.76,4.43,38.1,12.54,10.87,22.26,75.32,1025.37,0.0,45.26,0.0,26.23,70.13,0.0,36.55,2.72,Humid/Swing,Rain Interrupted,0
159,Kolkata (Eden Gardens),2022-02-22,ODI,winter,16.32,72.41,1021.51,5.62,37.41,9.69,12.64,18.48,66.69,1023.99,0.91,30.98,0.0,21.95,63.06,2.9,50.06,4.87,Humid/Swing,Completed,1
160,Kolkata (Eden Gardens),2023-04-25,ODI,summer,26.63,67.35,1012.13,3.2,42.25,7.51,12.01,29.92,64.09,1011.16,4.78,22.89,0.0,32.8,65.48,0.0,39.3,2.5,Humid/Swing,Delayed Start,1
161,SCG (Sydney),2022-11-30,ODI,monsoon,16.54,64.57,1005.41,3.46,30.93,0.0,15.65,19.34,62.45,1001.35,6.71,21.87,0.26,20.67,55.23,3.71,41.39,2.92,Flat/Batting,Completed,1
162,SCG (Sydney),2015-02-09,Test,summer,29.54,66.5,1002.27,5.65,37.68,7.23,12.35,30.87,57.52,1004.91,1.83,44.13,0.0,33.61,57.33,11.0,49.31,4.97,Humid/Swing,Rain Interrupted,0
163,Chennai (Chepauk),2024-11-26,T20,monsoon,26.72,73.34,1020.68,1.66,49.32,0.73,14.35,32.02,73.56,1016.21,2.49,64.49,11.58,32.3,66.56,40.06,61.23,2.69,Humid/Swing,Abandoned,0
164,Kolkata (Eden Gardens),2021-02-12,Test,winter,14.56,73.77,1003.24,34.11,32.57,9.52,11.06,18.34,69.62,1003.95,35.58,29.16,0.0,19.98,64.13,14.55,36.39,35.91,Humid/Swing,Rain Interrupted,0
165,Lords (London),2021-07-13,T20,monsoon,9.74,77.34,1018.24,22.74,39.54,2.99,13.25,12.31,79.69,1017.49,21.41,65.47,0.0,14.51,70.63,0.35,41.1,23.27,Humid/Swing,Completed,1
166,Kolkata (Eden Gardens),2019-10-27,Test,monsoon,23.4,69.13,1026.1,10.93,38.52,7.2,12.89,26.89,68.93,1023.26,13.09,14.82,0.0,29.42,64.15,1.61,37.19,10.84,Humid/Swing,Completed,1
167,Mumbai (Wankhede),2018-06-16,ODI,summer,27.35,79.5,1014.52,12.19,70.96,2.27,13.76,30.78,70.53,1010.53,9.91,59.27,0.0,33.01,70.56,22.66,56.44,11.52,Humid/Swing,Rain Interrupted,0
168,Mumbai (Wankhede),2019-01-05,Test,winter,23.03,79.67,1010.28,15.06,39.35,5.65,12.3,26.58,70.29,1008.89,14.9,43.06,0.0,28.31,68.56,0.01,33.54,13.84,Humid/Swing,Completed,1
169,Bridgetown (Kensington Oval),2017-10-19,T20,monsoon,24.71,82.97,1008.97,3.38,49.51,1.58,12.92,26.37,78.89,1013.68,4.26,52.61,0.0,30.64,73.93,31.1,58.79,5.49,Humid/Swing,Rain Interrupted,0
170,Chennai (Chepauk),2018-12-19,T20,winter,25.24,75.45,999.44,2.36,64.03,1.18,13.6,27.72,68.56,994.59,3.31,34.26,13.71,29.89,65.7,23.61,58.73,1.37,Humid/Swing,Rain Interrupted,0
171,The Oval (London),2021-12-17,T20,winter,4.53,76.64,1013.24,6.03,56.56,9.71,12.1,6.56,67.36,1011.06,10.55,49.3,2.67,9.29,70.71,10.31,63.66,5.34,Humid/Swing,Rain Interrupted,0
172,Kolkata (Eden Gardens),2017-08-27,Test,monsoon,26.58,75.89,1011.7,1.83,54.97,0.61,14.21,27.67,71.8,1010.18,3.71,73.05,0.0,31.91,65.01,9.22,53.53,4.12,Humid/Swing,Completed,1
173,Kolkata (Eden Gardens),2024-11-19,ODI,monsoon,31.72,70.25,1006.47,17.08,30.07,0.0,14.16,34.71,74.81,1009.72,20.64,16.08,0.0,37.45,65.26,3.58,38.51,18.27,Humid/Swing,Completed,1
174,Mumbai (Wankhede),2017-01-04,T20,winter,20.62,75.89,1002.53,2.38,33.09,0.0,14.52,25.14,82.85,1003.79,5.11,28.76,0.0,26.7,72.14,3.68,45.34,1.88,Humid/Swing,Completed,1
175,Lords (London),2023-10-10,ODI,monsoon,8.87,76.56,1019.96,9.17,65.3,25.02,9.08,11.54,74.65,1015.23,7.95,36.73,8.62,13.95,70.02,32.51,60.55,9.57,Wet/Green,Abandoned,0
176,Bridgetown (Kensington Oval),2024-09-09,T20,monsoon,23.74,83.05,999.5,12.3,49.15,1.22,13.39,25.21,66.51,996.9,11.55,78.97,3.12,29.6,73.37,13.19,62.57,11.68,Humid/Swing,Rain Interrupted,0
177,Delhi (Feroz Shah Kotla),2017-12-28,Test,winter,3.31,48.92,1012.47,10.05,24.0,0.0,16.22,6.09,56.05,1013.83,6.31,39.18,0.0,8.53,42.32,0.0,42.53,9.41,Flat/Batting,Completed,1
178,Cape Town (Newlands),2016-03-18,ODI,monsoon,14.89,59.3,1005.17,2.78,46.65,15.75,13.44,18.73,65.89,1008.32,0.0,61.97,0.0,20.48,52.31,0.0,39.88,1.82,Flat/Batting,Completed,1
179,Mumbai (Wankhede),2024-08-17,ODI,monsoon,28.28,79.81,1005.91,6.73,67.06,11.07,11.94,32.01,77.07,1008.51,6.81,47.81,0.0,33.59,72.15,26.48,50.34,6.4,Humid/Swing,Abandoned,0
180,Delhi (Feroz Shah Kotla),2017-03-28,ODI,monsoon,28.25,49.27,1014.12,7.32,35.27,0.0,17.19,32.14,35.9,1017.57,5.68,33.33,0.0,34.85,42.11,5.04,35.56,8.84,Flat/Batting,Completed,1
181,Lords (London),2018-06-04,Test,summer,12.84,74.79,1008.05,3.6,35.84,8.8,12.72,18.55,63.11,1009.15,1.13,45.12,0.0,18.81,67.33,0.0,27.12,3.42,Humid/Swing,Completed,1
182,Delhi (Feroz Shah Kotla),2015-04-07,T20,summer,30.82,50.81,1032.78,41.36,47.73,0.0,17.2,34.86,47.96,1032.67,41.2,42.09,0.0,37.48,41.18,0.0,37.43,42.92,Flat/Batting,Completed,1
183,Delhi (Feroz Shah Kotla),2019-06-21,ODI,summer,35.56,48.73,1007.58,13.41,46.66,0.0,17.45,37.87,46.59,1009.01,18.04,20.82,0.0,41.48,40.82,2.91,30.67,13.04,Flat/Batting,Completed,1
184,Bengaluru (Chinnaswamy),2024-09-10,Test,monsoon,16.3,64.76,1014.66,8.32,64.44,3.25,14.38,18.92,50.58,1015.24,13.49,37.94,1.16,20.69,55.1,21.68,56.74,8.59,Flat/Batting,Abandoned,0
185,Bengaluru (Chinnaswamy),2018-12-09,T20,winter,15.25,63.65,1015.97,45.78,20.62,7.09,13.01,18.0,61.87,1021.34,42.93,38.31,0.0,20.65,57.66,0.43,26.37,44.39,Flat/Batting,Completed,1
186,SCG (Sydney),2019-06-26,T20,winter,13.52,59.68,1003.98,28.19,59.41,0.0,16.27,16.57,59.68,1008.36,27.79,51.75,0.0,18.62,56.08,16.5,65.7,27.41,Flat/Batting,Rain Interrupted,0
187,SCG (Sydney),2018-09-18,Test,monsoon,20.28,64.48,1016.76,19.85,45.44,0.0,15.0,21.24,57.63,1024.3,20.32,38.77,0.0,25.4,54.79,2.61,37.05,20.47,Flat/Batting,Completed,1
188,Chennai (Chepauk),2024-11-01,ODI,monsoon,25.1,76.76,1008.84,3.87,53.77,19.04,9.21,28.33,60.79,1003.15,1.22,68.52,0.96,30.39,66.21,9.87,44.96,3.96,Wet/Green,Rain Interrupted,0
189,Kolkata (Eden Gardens),2021-07-06,ODI,monsoon,27.88,72.98,1015.98,2.71,73.03,0.08,14.63,32.5,72.32,1013.51,1.83,52.98,0.0,33.05,64.6,24.71,51.39,1.85,Humid/Swing,Rain Interrupted,0
190,Mumbai (Wankhede),2016-03-20,T20,monsoon,28.8,79.68,1006.25,5.03,34.93,0.0,13.24,29.96,68.53,1006.14,4.54,47.77,0.0,33.96,73.45,0.0,42.65,3.69,Humid/Swing,Completed,1
191,The Oval (London),2018-11-16,T20,monsoon,7.14,76.01,1006.17,4.32,58.78,3.37,13.18,13.45,65.43,1011.17,0.43,60.02,21.57,13.03,68.21,35.21,56.01,4.69,Humid/Swing,Abandoned,0
192,Lords (London),2019-11-23,T20,monsoon,7.21,77.29,1017.84,9.75,57.2,12.21,11.04,13.03,78.26,1020.73,9.8,58.53,2.64,13.51,70.49,10.12,60.55,10.02,Humid/Swing,Rain Interrupted,0
193,SCG (Sydney),2016-04-18,ODI,monsoon,19.62,60.15,1014.15,2.49,43.68,0.0,16.1,23.51,55.54,1017.08,3.16,49.71,0.0,25.07,55.57,4.2,41.7,2.94,Flat/Batting,Completed,1
194,Karachi (National Stadium),2017-02-17,ODI,winter,21.81,66.36,1008.66,5.08,48.6,2.0,14.92,23.68,61.45,1007.53,0.0,30.74,0.0,27.63,60.22,13.51,41.38,4.17,Humid/Swing,Completed,1
195,Mumbai (Wankhede),2022-12-13,ODI,winter,21.08,80.02,1016.27,26.89,39.2,0.0,14.1,23.65,70.43,1014.76,31.84,14.63,0.0,27.09,72.43,20.05,35.32,25.82,Humid/Swing,Rain Interrupted,0
196,Mumbai (Wankhede),2020-10-30,T20,monsoon,28.91,78.92,1021.26,3.56,43.92,3.6,12.97,32.51,72.37,1019.06,3.45,11.61,0.0,33.56,72.64,19.15,37.14,5.75,Humid/Swing,Rain Interrupted,0
197,Bridgetown (Kensington Oval),2023-01-25,T20,winter,23.99,79.28,1012.72,2.08,32.97,8.34,11.29,27.75,67.91,1014.32,0.0,41.9,0.0,28.87,71.49,0.0,38.99,1.51,Humid/Swing,Completed,1
198,Cape Town (Newlands),2022-07-09,Test,winter,13.09,57.67,1014.98,8.82,59.53,4.38,15.27,16.09,53.65,1012.29,13.19,72.51,0.0,18.08,53.72,59.23,62.66,8.62,Flat/Batting,Abandoned,0
199,Lords (London),2019-11-02,Test,monsoon,9.37,77.97,1005.08,8.75,62.36,10.27,11.1,10.71,70.58,1004.88,8.59,79.87,0.0,15.33,68.08,11.63,57.47,6.79,Humid/Swing,Rain Interrupted,0
200,Bridgetown (Kensington Oval),2018-09-14,T20,monsoon,26.94,85.73,1011.2,19.6,62.85,10.17,10.02,28.58,85.27,1013.15,17.98,75.64,11.16,32.14,73.51,27.41,60.5,19.05,Wet/Green,Rain Interrupted,0
201,Lords (London),2022-06-10,Test,summer,16.16,76.3,1014.58,2.26,45.97,0.0,13.85,18.94,70.28,1013.86,0.0,45.85,0.0,22.56,65.72,3.86,42.45,1.42,Humid/Swing,Completed,1
202,Cape Town (Newlands),2018-05-15,T20,monsoon,21.27,63.0,1015.96,1.42,71.21,6.75,13.46,21.56,47.69,1021.16,4.17,75.38,0.0,25.65,53.54,32.35,62.19,2.63,Flat/Batting,Rain Interrupted,0
203,Bengaluru (Chinnaswamy),2022-06-24,ODI,summer,26.9,65.59,1020.54,16.08,68.21,12.98,12.14,28.21,56.99,1027.09,18.4,57.63,0.0,32.13,56.4,12.67,55.83,16.92,Wet/Green,Rain Interrupted,0
204,Lords (London),2019-07-07,T20,monsoon,11.74,72.68,1010.24,9.61,41.11,0.69,13.46,15.21,77.24,1003.62,8.7,39.85,0.0,16.63,67.54,7.18,36.61,11.1,Humid/Swing,Completed,1
205,Bengaluru (Chinnaswamy),2021-03-20,Test,monsoon,15.88,63.11,997.31,10.87,28.76,1.44,15.1,19.27,58.23,1000.32,11.22,44.11,0.0,20.95,55.75,0.0,38.43,10.27,Flat/Batting,Completed,1
206,Delhi (Feroz Shah Kotla),2019-09-19,T20,monsoon,22.98,48.7,1013.28,16.86,32.74,0.0,17.04,25.23,42.01,1015.53,20.39,19.88,0.0,28.36,42.28,0.0,48.37,16.26,Flat/Batting,Completed,1
207,The Oval (London),2022-08-06,T20,monsoon,14.4,76.36,1009.09,3.07,37.04,0.0,14.49,16.76,76.33,1012.91,2.4,46.31,0.0,20.15,68.64,3.39,42.65,4.66,Humid/Swing,Completed,1
208,Kolkata (Eden Gardens),2021-11-26,T20,monsoon,31.75,73.39,998.21,11.31,61.72,0.0,14.64,33.36,59.38,994.75,16.88,38.21,0.0,36.72,63.61,0.0,38.84,13.59,Humid/Swing,Completed,1
209,Bengaluru (Chinnaswamy),2019-07-22,T20,monsoon,22.78,62.54,1012.5,16.39,53.13,0.85,15.57,25.13,71.1,1015.99,25.39,19.05,0.0,27.42,58.06,11.58,31.92,19.51,Flat/Batting,Completed,1
210,Mumbai (Wankhede),2018-05-29,ODI,summer,31.79,81.08,1021.66,5.84,53.28,0.0,13.69,35.73,71.76,1025.37,4.27,55.67,0.0,37.34,70.78,0.0,58.93,5.94,Humid/Swing,Completed,1
211,Delhi (Feroz Shah Kotla),2019-10-27,T20,monsoon,26.84,49.19,998.58,3.56,21.74,0.56,16.95,28.3,41.69,998.09,2.19,20.87,0.0,30.6,39.67,10.28,48.95,7.09,Flat/Batting,Completed,1
212,Karachi (National Stadium),2022-05-05,ODI,summer,27.65,68.3,1001.51,56.84,54.1,0.0,15.15,29.52,61.14,995.92,62.03,14.09,0.0,32.12,60.38,0.74,35.7,55.56,Humid/Swing,Completed,1
213,MCG (Melbourne),2019-12-15,ODI,summer,20.19,59.38,1009.2,8.67,49.72,3.53,15.64,24.64,57.97,1007.91,6.31,80.95,0.0,26.0,51.43,0.11,46.43,8.11,Flat/Batting,Completed,1
214,Bridgetown (Kensington Oval),2017-05-25,T20,summer,27.03,83.46,992.24,58.48,39.61,1.69,12.6,29.59,76.09,991.86,50.21,72.53,0.0,32.54,74.8,0.0,43.41,55.66,Humid/Swing,Completed,1
215,MCG (Melbourne),2023-11-26,T20,monsoon,14.67,60.4,1002.14,13.1,37.28,0.0,16.57,18.1,52.62,1000.9,10.99,54.95,0.0,20.64,52.92,0.0,40.28,12.59,Flat/Batting,Completed,1
216,Kolkata (Eden Gardens),2022-05-22,Test,summer,25.91,75.38,998.27,1.72,44.58,2.01,13.85,26.22,73.15,998.95,0.0,38.59,0.0,31.29,64.24,0.0,49.39,2.69,Humid/Swing,Completed,1
217,Bengaluru (Chinnaswamy),2020-10-12,T20,monsoon,14.71,62.68,1007.41,10.77,54.73,40.62,6.75,18.53,54.74,1005.97,7.34,53.27,0.0,21.04,54.79,23.59,62.57,8.99,Wet/Green,Abandoned,0
218,Bridgetown (Kensington Oval),2021-12-11,ODI,winter,23.08,81.68,1010.56,15.21,36.98,0.0,13.87,28.14,79.71,1016.03,11.52,11.48,0.0,29.52,76.22,0.0,33.72,15.57,Humid/Swing,Completed,1
219,Chennai (Chepauk),2024-03-06,Test,monsoon,23.03,74.74,1018.86,4.0,41.05,0.0,14.85,25.4,70.76,1015.56,0.0,47.34,0.0,29.05,65.09,1.88,44.29,1.97,Humid/Swing,Completed,1
220,Bridgetown (Kensington Oval),2018-06-25,Test,summer,27.96,85.0,1010.74,9.65,48.94,7.89,10.26,30.72,73.67,1007.54,7.55,73.42,0.0,33.12,72.49,31.8,58.86,8.5,Humid/Swing,Abandoned,0
221,Delhi (Feroz Shah Kotla),2016-08-26,Test,monsoon,24.16,50.63,1018.35,41.92,73.74,23.58,12.76,27.27,39.36,1018.85,41.28,64.87,7.7,30.02,39.19,28.65,62.91,42.17,Wet/Green,Abandoned,0
222,Mumbai (Wankhede),2017-09-29,ODI,monsoon,25.73,80.72,1019.11,5.05,52.1,13.54,9.59,29.52,64.64,1017.02,9.02,89.73,0.0,31.55,70.39,17.55,67.76,5.49,Humid/Swing,Rain Interrupted,0
223,Karachi (National Stadium),2024-07-12,Test,monsoon,26.95,71.64,1007.51,1.93,68.26,10.66,11.15,27.69,65.11,1004.35,2.71,79.82,0.0,32.05,61.88,7.26,52.43,3.06,Humid/Swing,Rain Interrupted,0
224,MCG (Melbourne),2019-08-25,T20,winter,6.56,57.53,1017.46,8.45,65.23,0.0,15.99,8.76,48.88,1017.16,12.7,35.92,0.0,13.05,50.54,9.91,60.54,7.5,Flat/Batting,Completed,1
225,Karachi (National Stadium),2017-03-07,T20,monsoon,25.52,72.31,1010.32,3.3,55.05,0.0,14.92,28.87,71.12,1012.92,3.92,65.57,0.0,31.73,63.49,15.98,41.78,1.66,Humid/Swing,Completed,1
226,Cape Town (Newlands),2019-04-22,ODI,monsoon,16.46,57.21,1022.24,5.68,42.89,0.79,15.7,16.63,62.32,1019.28,4.35,56.54,0.0,21.97,54.04,0.0,40.16,5.01,Flat/Batting,Completed,1
227,The Oval (London),2017-09-26,Test,monsoon,8.76,78.66,1004.88,18.01,44.88,0.0,14.5,13.44,66.64,1003.04,18.39,47.3,0.0,14.26,69.07,0.0,50.1,17.05,Humid/Swing,Completed,1
228,Bridgetown (Kensington Oval),2022-09-17,Test,monsoon,22.05,85.56,1021.36,5.0,61.43,1.04,13.4,24.66,80.1,1019.7,6.1,54.68,0.0,28.6,75.34,30.31,59.51,6.16,Wet/Green,Rain Interrupted,0
229,Chennai (Chepauk),2023-09-24,ODI,monsoon,22.94,71.57,1012.04,5.68,43.8,0.0,15.15,26.02,68.66,1012.77,2.61,43.75,0.0,28.28,63.97,0.0,34.76,2.86,Humid/Swing,Completed,1
230,Delhi (Feroz Shah Kotla),2016-12-21,T20,winter,11.44,46.5,1018.26,11.77,31.85,0.0,16.78,13.95,50.94,1019.35,13.56,7.18,0.0,15.75,41.88,0.0,38.49,11.36,Flat/Batting,Completed,1
231,SCG (Sydney),2020-03-17,Test,monsoon,17.17,61.69,1015.86,3.5,50.28,0.0,15.91,21.88,57.43,1009.86,3.08,30.46,0.0,22.98,54.78,30.81,36.72,2.84,Flat/Batting,Rain Interrupted,0
232,SCG (Sydney),2017-10-17,Test,monsoon,19.73,69.13,1006.93,15.3,37.19,3.15,14.16,22.08,46.31,1007.4,13.74,41.7,0.0,25.29,54.35,0.0,54.91,13.0,Humid/Swing,Completed,1
